papel,Tipo,Empresa,setor,Subsetor,Valor_de_mercado,Valor_da_firma,ult_balanco_processado,numero_de_acoes,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrimonio_Liq,PSR,VPA,LPA,P/l,P/VP,P/EBIT,Marg_Liquida%,Div_Yield_%,ROIC_%,ROE_%,Liquidez_Corr
RLOG3,ON NM,COSAN LOG ON NM,Transporte,Transporte Ferroviário,7360630000.0,17811300000.0,31/12/2018,463224000.0,27142200000.0,143710000.0,4081140000.0,10594400000.0,10450700000.0,2291840000.0,1.12,4.95,0.16,98.61,3.21,4.08,4.1,0.0,6.8,3.3,1.65
RIPI4,PN,REFINARIA DE PETRÓLEO IPIRANGA SA PN,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,1435600000.0,1518170000.0,31/03/2008,29600000.0,200391000.0,37290000.0,164694000.0,119857000.0,82567000.0,-49103000.0,-7.53,-1.66,4.27,11.35,-29.24,-8.88,-66.3,0.0,-99.1,-257.6,0.87
RIPI3,ON,REFINARIA DE PETRÓLEO IPIRANGA SA ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,1421100000.0,1503660000.0,31/03/2008,29600000.0,200391000.0,37290000.0,164694000.0,119857000.0,82567000.0,-49103000.0,-7.45,-1.66,4.27,11.23,-28.94,-8.79,-66.3,0.0,-99.1,-257.6,0.87
RHDS4,PN,M G POLIEST PN,Químicos ,Petroquímicos,8024960000.0,8402540000.0,30/06/2014,8024960000.0,1117370000.0,28504000.0,510719000.0,406080000.0,377576000.0,272045000.0,4.98,0.03,0.0,363.45,29.5,68.11,1.2,0.0,11.8,8.1,0.97
RHDS3,ON,M G POLIEST ON,Químicos ,Petroquímicos,882746000.0,1260320000.0,30/06/2014,8024960000.0,1117370000.0,28504000.0,510719000.0,406080000.0,377576000.0,272045000.0,0.55,0.03,0.0,39.98,3.24,7.49,1.2,0.0,11.8,8.1,0.97
RGEG3,ON,RGE - RIO GRANDE ENERGIA ON,Energia Elétrica,Energia Elétrica,3059370000.0,4931770000.0,30/09/2018,1019790000.0,5021990000.0,320539000.0,1364410000.0,2192940000.0,1872400000.0,1915180000.0,0.77,1.88,0.22,13.42,1.6,6.23,5.7,0.0,11.7,11.9,0.98
REPA4,PN,ELECTROLUX PN,,,,139180000.0,31/03/2004,,868216000.0,20438000.0,515343000.0,159618000.0,139180000.0,378378000.0,,0.0,0.0,0.0,0.0,,1.2,0.0,4.0,1.9,1.99
REPA3,ON,ELECTROLUX ON,,,,139180000.0,31/03/2004,,868216000.0,20438000.0,515343000.0,159618000.0,139180000.0,378378000.0,,0.0,0.0,0.0,0.0,,1.2,0.0,4.0,1.9,1.99
RENT3,ON,LOCALIZA RENT A CAR ON,Diversos,Aluguel de Carros,24993300000.0,30196500000.0,31/12/2018,722349000.0,13992400000.0,2442790000.0,3693810000.0,7645980000.0,5203190000.0,3094500000.0,3.17,4.28,0.91,37.91,8.08,19.58,8.3,0.7,13.7,21.3,1.11
REEM4,PN,RHEEM EMPRS PN,Embalagens,Embalagens,28463000.0,25199000.0,30/06/2012,6147510000.0,207238000.0,3363000.0,170464000.0,99000.0,-3264000.0,-372708000.0,0.2,-60.63,-9.57,-0.48,-0.08,-4.33,-40.7,0.0,4.6,15.8,0.45
REDE4,PN,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. PN,Energia Elétrica,Energia Elétrica,5967840000.0,11199600000.0,30/09/2018,2057870000.0,16281100000.0,785008000.0,4368410000.0,6016750000.0,5231750000.0,3334400000.0,0.59,1.62,0.17,17.04,1.79,4.62,4.4,0.0,9.1,10.5,1.22
REDE3,ON,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON,Energia Elétrica,Energia Elétrica,14775500000.0,20007300000.0,30/09/2018,2057870000.0,16281100000.0,785008000.0,4368410000.0,6016750000.0,5231750000.0,3334400000.0,1.46,1.62,0.17,42.19,4.43,11.44,4.4,0.2,9.1,10.5,1.22
RDCD3,ON NM,Redecard ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,23661700000.0,25163300000.0,30/06/2012,672971000.0,25586500000.0,171233000.0,25023300000.0,1672900000.0,1501670000.0,1605520000.0,7.94,2.39,2.33,15.07,14.74,13.4,52.7,0.0,7.0,97.8,1.05
RCTB42,R42,TELEBRAS R42,Outros,Outros,992100.0,992100.0,31/12/2018,49605000.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,
RCTB41,RPN,TELEBRAS RPN,Outros,Outros,1662260.0,1662260.0,31/12/2018,49605000.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,
RCTB31,RON,TELEBRAS RON,Outros,Outros,2033800.0,2033800.0,31/12/2018,49605000.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,
RCTB33,R33,TELEBRAS R33,Outros,Outros,2827480.0,2827480.0,31/12/2018,49605000.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,
RDNI3,ON NM,RODOBENSIMOB ON NM,Construção e Engenharia,Construção Civil,252553000.0,479508000.0,31/12/2018,43770000.0,1191640000.0,90604000.0,477055000.0,317559000.0,226955000.0,615299000.0,1.38,14.06,-0.6,-9.68,0.41,-8.05,-14.9,0.0,-2.9,-4.2,2.11
RAPT4,PN N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,Material Rodoviário,3544200000.0,4441220000.0,30/09/2018,345776000.0,5907210000.0,2096520000.0,3883790000.0,2993540000.0,897019000.0,1510930000.0,0.91,4.37,0.35,29.57,2.35,9.57,4.9,1.0,10.8,7.9,2.57
RANI4,PN,CELULOSE IRANI PN,Madeira e Papel,Papel e Celulose,458481000.0,1151230000.0,31/12/2018,166720000.0,1526660000.0,132219000.0,386646000.0,824966000.0,692747000.0,309160000.0,0.49,1.85,0.02,152.27,1.48,3.85,0.3,0.0,9.2,1.0,0.86
RANI3,ON,CELULOSE IRANI ON,Madeira e Papel,Papel e Celulose,451812000.0,1144560000.0,31/12/2018,166720000.0,1526660000.0,132219000.0,386646000.0,824966000.0,692747000.0,309160000.0,0.48,1.85,0.02,150.05,1.46,3.8,0.3,0.0,9.2,1.0,0.86
RAPT3,ON N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1,Material de Transporte,Material Rodoviário,2707430000.0,3604440000.0,30/09/2018,345776000.0,5907210000.0,2096520000.0,3883790000.0,2993540000.0,897019000.0,1510930000.0,0.69,4.37,0.35,22.59,1.79,7.31,4.9,1.3,10.8,7.9,2.57
RAIL3,ON NM,ALL - AMÉRICA LATINA LOGÍSTICA S/A ON NM,Transporte,Transporte Ferroviário,31897500000.0,42350300000.0,31/12/2018,1559020000.0,27134100000.0,141527000.0,4073990000.0,10594400000.0,10452900000.0,8028200000.0,4.84,5.15,0.17,120.66,3.97,17.66,4.1,0.0,6.8,3.3,1.65
RAIA3,ON NM,RAIA ON NM,Comércio e Distribuição,Medicamentos,1891460000.0,1740480000.0,30/09/2011,62015000.0,1064500000.0,230076000.0,802452000.0,79098000.0,-150978000.0,635785000.0,0.9,10.25,0.74,41.22,2.98,18.18,2.2,0.0,17.8,7.2,2.2
RADL3,ON,RAIADROGASIL ON,Comércio e Distribuição,Medicamentos,22439800000.0,23041400000.0,31/12/2018,330386000.0,7352010000.0,241568000.0,4529820000.0,843150000.0,601582000.0,3499860000.0,1.52,10.59,1.52,44.66,6.41,28.73,3.4,0.9,15.7,14.4,1.55
QUAL3,ON NM,QUALICORP ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",4615780000.0,4741970000.0,31/12/2018,283177000.0,3549310000.0,489537000.0,981666000.0,615726000.0,126189000.0,2354490000.0,2.39,8.31,1.4,11.63,1.96,5.87,20.5,4.4,28.3,16.9,0.94
QGEP3,ON NM,QGEP PART ON NM,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,4385820000.0,2745400000.0,31/12/2018,265807000.0,3943530000.0,1930240000.0,2241100000.0,289825000.0,-1640410000.0,3199590000.0,5.5,12.04,1.6,10.31,1.37,15.26,53.3,9.3,14.8,13.3,9.93
PTPA4,PN,PETROPAR SA PN,Embalagens,Embalagens,1430960000.0,2727020000.0,30/06/2016,17887000.0,3645840000.0,612660000.0,1365430000.0,1908720000.0,1296060000.0,1201690000.0,0.53,67.18,20.73,3.86,1.19,3.79,13.7,0.0,13.3,30.9,1.79
PTPA3,ON,PETROPAR SA ON,Embalagens,Embalagens,1368360000.0,2664410000.0,30/06/2016,17887000.0,3645840000.0,612660000.0,1365430000.0,1908720000.0,1296060000.0,1201690000.0,0.51,67.18,20.73,3.69,1.14,3.63,13.7,0.0,13.3,30.9,1.79
PTNT4,PN,PETTENATI PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,149905000.0,211406000.0,31/12/2018,48046500.0,479055000.0,52077500.0,225960000.0,113579000.0,61501300.0,191750000.0,0.3,3.99,0.33,9.51,0.78,4.76,5.6,4.8,8.0,8.2,1.29
PTNT3,ON,PETTENATI ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,335845000.0,397346000.0,31/12/2018,48046500.0,479055000.0,52077500.0,225960000.0,113579000.0,61501300.0,191750000.0,0.66,3.99,0.33,21.31,1.75,10.67,5.6,2.1,8.0,8.2,1.29
PTIP3,ON,IPIRANGA PETROQUIMICA SA ON,"Petróleo, Gás e Biocombustíveis",Distribuição de Combustíveis,,1251690000.0,31/12/2003,,1950930000.0,154706000.0,807389000.0,1406400000.0,1251690000.0,-155957000.0,,0.0,0.0,0.0,0.0,,7.5,0.0,23.1,-121.7,0.7
PTIP4,PN,IPIRANGA PETROQUIMICA SA PN,"Petróleo, Gás e Biocombustíveis",Distribuição de Combustíveis,,1251690000.0,31/12/2003,,1950930000.0,154706000.0,807389000.0,1406400000.0,1251690000.0,-155957000.0,,0.0,0.0,0.0,0.0,,7.5,0.0,23.1,-121.7,0.7
PTBL4,PN,PORTOBELLO S/A PN,Construção e Engenharia,Materiais de Construção,410486000.0,923500000.0,31/12/2018,158489000.0,1622160000.0,82624000.0,563867000.0,595637000.0,513013000.0,362108000.0,0.39,2.28,0.85,3.06,1.13,5.51,12.7,0.0,5.3,37.1,1.4
PTBL3,ON,PORTOBELLO S/A ON,Construção e Engenharia,Materiais de Construção,803539000.0,1316550000.0,31/12/2018,158489000.0,1622160000.0,82624000.0,563867000.0,595637000.0,513013000.0,362108000.0,0.76,2.28,0.85,5.98,2.22,10.78,12.7,3.9,5.3,37.1,1.4
PSSA3,ON,PORTO SEGURO SA ON,Previdência e Seguros,Seguradoras,17946000000.0,7134120000.0,31/12/2018,323293000.0,30561000000.0,10811900000.0,21952400000.0,,-10811900000.0,7643240000.0,1.01,23.64,4.05,13.69,2.35,1.24,7.3,7.3,73.3,17.1,1.31
PRTX3,ON NM,PORTX ON NM,Transporte,Serviços de Apoio e Armazenagem,2749100000.0,3651560000.0,30/06/2012,992456000.0,1963400000.0,40544000.0,61712000.0,942999000.0,902455000.0,-18917000.0,297.65,-0.02,-0.09,-32.27,-145.32,-97.11,-922.5,0.0,-1.5,450.4,0.05
PRVI3,ON NM,Providencia ON NM,Materiais Diversos,Materiais Diversos,845150000.0,859778000.0,30/09/2015,80185000.0,1496150000.0,36055000.0,401497000.0,50683000.0,14628000.0,525170000.0,0.92,6.55,-0.9,-11.74,1.61,9.71,-7.8,0.0,6.1,-13.7,0.99
PRML3,ON NM,PRUMO ON NM,Transporte,Serviços de Apoio e Armazenagem,4331720000.0,9018470000.0,31/12/2017,376017000.0,7449510000.0,102327000.0,372735000.0,4789080000.0,4686760000.0,2192720000.0,18.61,5.83,-2.61,-4.41,1.98,-30.33,-425.0,0.0,-2.0,-44.8,2.02
PRIO3,ON,PETRORIO ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,2752190000.0,2234000000.0,31/12/2018,135576000.0,1537060000.0,797892000.0,1039560000.0,279702000.0,-518190000.0,1006600000.0,3.24,7.42,1.51,13.43,2.73,13.62,24.1,0.0,30.4,20.4,2.8
PRBC4,PN N1,Parana PN N1,Financeiros,Bancos,1184200000.0,,31/12/2018,81444100.0,5591360000.0,1323220000.0,2720410000.0,,,1384590000.0,,17.0,2.65,5.49,0.86,,0.0,0.0,,15.6,
PRGA4,PN N1,BRF Foods PN N1,Alimentos,Carnes e Derivados,60935500000.0,77724300000.0,31/12/2018,812473000.0,42382400000.0,5376600000.0,19030900000.0,22165400000.0,16788800000.0,6964630000.0,2.02,8.57,-5.47,-13.7,8.75,-309.18,-14.8,0.0,-0.6,-63.9,1.31
PRBC3,ON N1,Parana ON N1,Financeiros,Bancos,,,31/12/2018,81444100.0,5591360000.0,1323220000.0,2720410000.0,,,1384590000.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,15.6,
PQUN4,PN,PETROQUIMICA UNIAO S.A. PN,Químicos ,Petroquímicos,1617390000.0,3337790000.0,30/09/2008,104753000.0,3094460000.0,238076000.0,562318000.0,1958480000.0,1720410000.0,858692000.0,0.55,8.2,0.15,104.31,1.88,19.5,0.5,0.0,3.0,1.8,1.61
PQUN3,ON,PETROQUIMICA UNIAO S.A. ON,Químicos ,Petroquímicos,1617390000.0,3337790000.0,30/09/2008,104753000.0,3094460000.0,238076000.0,562318000.0,1958480000.0,1720410000.0,858692000.0,0.55,8.2,0.15,104.31,1.88,19.5,0.5,0.0,3.0,1.8,1.61
POSI3,ON NM,POSITIVO INF ON NM,Computadores e Equipamentos,Computadores e Equipamentos,204574000.0,518223000.0,30/09/2018,87800000.0,1887950000.0,279788000.0,1542100000.0,593437000.0,313649000.0,520068000.0,0.1,5.92,-0.5,-4.69,0.39,11.85,-2.2,0.0,1.7,-8.4,1.27
PORP4,PN,POLIPROPILENO PARTICIPAÇÕES S.A. PN,,,,,30/09/2005,,25341000.0,189000.0,514000.0,,-189000.0,22399000.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,-2.1,
POPR4,PN,POLIPROPILENO S.A. PN,,,,,30/09/2005,,1242060000.0,17784000.0,464519000.0,448872000.0,431088000.0,545803000.0,,0.0,0.0,0.0,0.0,,5.6,0.0,15.3,19.9,1.08
POMO4,PN N2,MARCOPOLO PN N2,Material de Transporte,Material Rodoviário,3948540000.0,4927900000.0,31/12/2018,946893000.0,5147700000.0,954848000.0,3060990000.0,1934210000.0,979360000.0,2105620000.0,0.94,2.22,0.2,21.15,1.88,17.06,4.5,2.1,6.1,8.9,1.67
POMO3,ON,MARCOPOLO ON,Material de Transporte,Material Rodoviário,3550850000.0,4530210000.0,31/12/2018,946893000.0,5147700000.0,954848000.0,3060990000.0,1934210000.0,979360000.0,2105620000.0,0.85,2.22,0.2,19.02,1.69,15.34,4.5,2.3,6.1,8.9,1.67
PNVL4,PN,PANVEL FARMÁCIAS PN,Comércio e Distribuição,Medicamentos,1090080000.0,1231220000.0,30/09/2018,4542000.0,954818000.0,10697000.0,685382000.0,151837000.0,141140000.0,452750000.0,0.46,99.68,14.22,16.88,2.41,-22.22,2.7,2.0,-6.9,14.3,1.69
PNVL3,ON,PANVEL FARMÁCIAS ON,Comércio e Distribuição,Medicamentos,1698620000.0,1839760000.0,30/09/2018,4542000.0,954818000.0,10697000.0,685382000.0,151837000.0,141140000.0,452750000.0,0.72,99.68,14.22,26.31,3.75,-34.62,2.7,1.2,-6.9,14.3,1.69
PNOR6,PNB,PRONOR PNB,Químicos ,Petroquímicos,86210700.0,46262700.0,31/03/2011,46102000.0,419797000.0,106556000.0,204118000.0,66608000.0,-39948000.0,158071000.0,0.35,3.43,-0.65,-2.9,0.55,8.52,-11.7,0.0,3.6,-18.8,2.5
PNOR5,PNA,PRONOR PNA,Químicos ,Petroquímicos,86210700.0,46262700.0,31/03/2011,46102000.0,419797000.0,106556000.0,204118000.0,66608000.0,-39948000.0,158071000.0,0.35,3.43,-0.65,-2.9,0.55,8.52,-11.7,0.0,3.6,-18.8,2.5
PMET6,PNB,PRO METALURG PNB,Viagens e Lazer,Bicicletas,14482000.0,230943000.0,31/12/2013,72410000000.0,1556000.0,211000.0,1323000.0,216672000.0,216461000.0,-290863000.0,1.39,-4.02,-0.16,-1.21,-0.05,27.69,-114.5,0.0,39.0,4.1,0.01
PMET5,PNA,PRO METALURG PNA,Viagens e Lazer,Bicicletas,47066500.0,263527000.0,31/12/2013,72410000000.0,1556000.0,211000.0,1323000.0,216672000.0,216461000.0,-290863000.0,4.52,-4.02,-0.16,-3.95,-0.16,89.99,-114.5,0.0,39.0,4.1,0.01
PMAM4,PN,PARANAPANEMA S.A. PN,Siderurgia e Metalurgia,Artefatos de Cobre,4043440000.0,5946890000.0,31/12/2018,692370000.0,4623490000.0,245459000.0,2787160000.0,2148910000.0,1903450000.0,602497000.0,0.85,0.87,-0.47,-12.5,6.71,32.36,-6.8,0.0,4.0,-53.7,1.52
PMET3,ON,PRO METALURG ON,Viagens e Lazer,Bicicletas,,,31/12/2013,72410000000.0,1556000.0,211000.0,1323000.0,216672000.0,216461000.0,-290863000.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,4.1,
PMAM3,ON,PARANAPANEMA S.A. ON,Siderurgia e Metalurgia,Artefatos de Cobre,1010860000.0,2914310000.0,31/12/2018,692370000.0,4623490000.0,245459000.0,2787160000.0,2148910000.0,1903450000.0,602497000.0,0.21,0.87,-0.47,-3.13,1.68,8.09,-6.8,0.0,4.0,-53.7,1.52
PLDN4,PN,POLIALDEN PN,,,313593000.0,137433000.0,31/03/2006,645253000.0,513237000.0,177916000.0,324431000.0,1756000.0,-176160000.0,289939000.0,0.92,449.34,-0.88,-553.07,1.08,-75.56,-0.2,0.0,-1.3,-0.2,10.81
PLIM4,PN N2,NET SERVIÇOS DE COMUNICAÇÃO S.A. PN N2,Mídia,Televisão por Assinatura,221086000.0,1996640000.0,30/09/2014,374722000.0,13430800000.0,155934000.0,1745090000.0,1931490000.0,1775560000.0,6812390000.0,0.02,18.18,0.31,1.89,0.03,0.17,1.6,0.0,10.9,1.7,0.8
PINE3,ON N1,Pine ON N1,Financeiros,Bancos,,,31/12/2018,121172000.0,9362160000.0,1449030000.0,4598180000.0,,,868740000.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,-6.9,
PLAS3,ON,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON,Material de Transporte,Material Rodoviário,100642000.0,522743000.0,30/09/2018,12425000.0,500682000.0,840000.0,66555000.0,422941000.0,422101000.0,-398508000.0,0.28,-32.07,-7.66,-1.06,-0.25,-1.85,-26.1,0.0,-12.4,23.9,0.09
PINE4,PN,Pine PN,Financeiros,Bancos,300507000.0,,31/12/2018,121172000.0,9362160000.0,1449030000.0,4598180000.0,,,868740000.0,,7.17,-0.49,-5.03,0.35,,0.0,0.0,,-6.9,
PETR4,PN,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,374899000000.0,643723000000.0,31/12/2018,13044500000.0,860473000000.0,58052000000.0,143606000000.0,326876000000.0,268824000000.0,277225000000.0,1.07,21.25,1.98,14.54,1.35,3.8,7.6,3.1,12.7,9.3,1.48
PETR3,ON,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,420815000000.0,689639000000.0,31/12/2018,13044500000.0,860473000000.0,58052000000.0,143606000000.0,326876000000.0,268824000000.0,277225000000.0,1.2,21.25,1.98,16.32,1.52,4.26,7.6,0.8,12.7,9.3,1.48
PFRM3,ON NM,PROFARMA ON NM,Comércio e Distribuição,Medicamentos,544777000.0,960416000.0,30/09/2018,123813000.0,2711210000.0,197293000.0,1760260000.0,612932000.0,415639000.0,1018990000.0,0.13,8.23,-0.3,-14.56,0.53,9.25,-0.9,0.0,3.3,-3.7,1.58
PEFX5,PNA,PETROFLEX INDÚSTRIA E COMÉRCIO S.A PNA,Químicos ,Petroquímicos,668610000.0,767002000.0,30/06/2008,35190000.0,1119720000.0,25799000.0,512378000.0,124191000.0,98392000.0,396955000.0,0.48,11.28,-0.37,-52.04,1.68,5.75,-0.9,0.0,11.8,-3.2,1.07
PEAB4,PN,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN,Previdência e Seguros,Seguradoras,552550000.0,394344000.0,30/09/2018,12850000.0,664509000.0,158206000.0,271910000.0,,-158206000.0,524972000.0,1.5,40.85,2.37,18.12,1.05,13.22,8.4,8.0,8.6,5.8,3.67
PEFX3,ON,PETROFLEX INDÚSTRIA E COMÉRCIO S.A ON,Químicos ,Petroquímicos,668610000.0,767002000.0,30/06/2008,35190000.0,1119720000.0,25799000.0,512378000.0,124191000.0,98392000.0,396955000.0,0.48,11.28,-0.37,-52.04,1.68,5.75,-0.9,0.0,11.8,-3.2,1.07
PEAB3,ON,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON,Previdência e Seguros,Seguradoras,539700000.0,381494000.0,30/09/2018,12850000.0,664509000.0,158206000.0,271910000.0,,-158206000.0,524972000.0,1.47,40.85,2.37,17.7,1.03,12.91,8.4,7.5,8.6,5.8,3.67
PDGR3,ON NM,PDG REALT ON NM,Construção e Engenharia,Construção Civil,58969800.0,1466170000.0,30/09/2018,8067000.0,2467860000.0,234075000.0,1845540000.0,1641270000.0,1407200000.0,-3833740000.0,0.12,-475.24,70.85,0.1,-0.02,-0.23,109.5,0.0,-12.5,-14.9,0.52
PCAR5,PNA N1,PÃO DE AÇÚCAR PNA N1,Comércio e Distribuição,Alimentos,17911200000.0,19067200000.0,31/12/2018,266854000.0,52849000000.0,4369000000.0,36304000000.0,5525000000.0,1156000000.0,11083000000.0,0.36,41.53,4.47,15.01,1.62,5.6,2.4,0.0,8.2,10.8,1.11
PCAR4,PN N1,PÃO DE AÇÚCAR PN N1,Comércio e Distribuição,Alimentos,25417800000.0,26573800000.0,31/12/2018,266854000.0,52849000000.0,4369000000.0,36304000000.0,5525000000.0,1156000000.0,11083000000.0,0.51,41.53,4.47,21.31,2.29,7.94,2.4,1.4,8.2,10.8,1.11
PCAR3,ON,PÃO DE AÇÚCAR ON,Comércio e Distribuição,Alimentos,24950800000.0,26106800000.0,31/12/2018,266854000.0,52849000000.0,4369000000.0,36304000000.0,5525000000.0,1156000000.0,11083000000.0,0.51,41.53,4.47,20.91,2.25,7.8,2.4,1.3,8.2,10.8,1.11
PATI4,PN,PANATLANTICA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,597607000.0,685592000.0,31/12/2018,17839000.0,895309000.0,209015000.0,673304000.0,297000000.0,87985000.0,413798000.0,0.56,23.2,3.6,9.3,1.44,11.87,6.0,3.5,9.3,15.5,2.65
PATI3,ON,PANATLANTICA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,401556000.0,489541000.0,31/12/2018,17839000.0,895309000.0,209015000.0,673304000.0,297000000.0,87985000.0,413798000.0,0.38,23.2,3.6,6.25,0.97,7.98,6.0,0.8,9.3,15.5,2.65
PARD3,ON NM,IHPARDINI ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",2580290000.0,2678780000.0,31/12/2018,130979000.0,1245640000.0,140586000.0,489782000.0,239084000.0,98498000.0,605621000.0,2.14,4.62,0.94,20.96,4.26,15.61,10.2,1.7,16.7,20.3,2.08
OMGE3,ON NM,OMEGA GER ON NM,Energia Elétrica,Energia Elétrica,2697100000.0,4223760000.0,30/09/2018,136839000.0,4113700000.0,634713000.0,852567000.0,2161370000.0,1526660000.0,1758120000.0,3.4,12.85,0.73,27.16,1.53,9.77,13.4,0.4,8.1,5.6,3.23
OIBR4,ON N1,OI ON N1,Telefonia Fixa,Telefonia Fixa,10598500000.0,21636200000.0,30/09/2018,5954210000.0,67230600000.0,5098730000.0,22835500000.0,16136500000.0,11037700000.0,25986900000.0,0.47,4.36,4.21,0.42,0.41,13.54,110.3,0.0,1.4,96.4,2.36
OIBR3,ON N1,OI ON N1,Telefonia Fixa,Telefonia Fixa,10777100000.0,21814800000.0,30/09/2018,5954210000.0,67230600000.0,5098730000.0,22835500000.0,16136500000.0,11037700000.0,25986900000.0,0.48,4.36,4.21,0.43,0.41,13.76,110.3,0.0,1.4,96.4,2.36
OGXP3,ON,OGX ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,52747100.0,52747100.0,30/09/2018,32360200.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,
OFSA3,ON NM,OUROFINO S/A ON NM,Saúde,Medicamentos e Outros Produtos,1745250000.0,1967600000.0,31/12/2018,53949000.0,846007000.0,65183000.0,413107000.0,287529000.0,222346000.0,455936000.0,2.96,8.45,1.28,25.35,3.83,16.26,11.7,0.8,14.2,15.1,2.42
ODPV3,ON NM,ODONTOPREV ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",8665420000.0,8183890000.0,31/12/2018,531295000.0,1647580000.0,481536000.0,702255000.0,,-481536000.0,1027460000.0,5.44,1.93,0.54,30.43,8.43,19.06,17.9,1.1,39.6,27.7,1.36
NUTR3,ON,NUTRIPLANT ON,Químicos ,Fertilizantes e Defensivos,4224000.0,15566000.0,30/09/2018,128000.0,72047000.0,1267000.0,29081000.0,12609000.0,11342000.0,-22253000.0,0.09,-173.85,-31.73,-1.04,-0.19,3.13,-8.3,0.0,3.5,18.3,0.64
NETC4,PN,NET SERVIÇOS DE COMUNICAÇÃO S.A. PN,Mídia,Televisão por Assinatura,14988900000.0,16764400000.0,30/09/2014,374722000.0,13430800000.0,155934000.0,1745090000.0,1931490000.0,1775560000.0,6812390000.0,1.34,18.18,0.31,127.89,2.2,11.24,1.6,0.0,10.9,1.7,0.8
NORD3,ON,NORDON INDS METALURGICAS SA ON,Máquinas e Equipamentos,Máqs. e Equips. Industriais,10593600.0,47867600.0,30/09/2018,6621000.0,16043000.0,6000.0,574000.0,37280000.0,37274000.0,-135765000.0,13.58,-20.51,-0.48,-3.32,-0.08,-5.53,-409.4,0.0,-12.3,2.4,0.01
NETC3,ON,NET SERVIÇOS DE COMUNICAÇÃO S.A. ON,Mídia,Televisão por Assinatura,14426800000.0,16202400000.0,30/09/2014,374722000.0,13430800000.0,155934000.0,1745090000.0,1931490000.0,1775560000.0,6812390000.0,1.29,18.18,0.31,123.1,2.12,10.82,1.6,0.0,10.9,1.7,0.8
NATU3,ON,NATURA COSMETICOS SA ON,Prods. de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,20044000000.0,26053900000.0,31/12/2018,431239000.0,15379500000.0,2430430000.0,6455760000.0,8440380000.0,6009950000.0,2574100000.0,1.5,5.97,1.27,36.55,7.79,13.06,4.1,1.5,13.7,21.3,1.41
NAFG4,PN,NADIR FIGUEIREDO PN,Utilidades Domésticas,Utensílios Domésticos,746845000.0,816431000.0,31/12/2018,13579000.0,717627000.0,62456000.0,365306000.0,132042000.0,69586000.0,395982000.0,0.97,29.16,6.09,9.04,1.89,5.44,11.0,2.2,22.8,20.9,1.65
MYPK4,PN,IOCHPE-MAXION PN,Material de Transporte,Material Rodoviário,4786780000.0,7113580000.0,31/12/2018,150575000.0,9019190000.0,486903000.0,3523800000.0,2813700000.0,2326800000.0,2921950000.0,0.5,19.41,1.34,23.78,1.64,6.39,3.2,0.0,10.4,6.9,1.08
MYPK3,ON,IOCHPE-MAXION ON,Material de Transporte,Material Rodoviário,3508400000.0,5835200000.0,31/12/2018,150575000.0,9019190000.0,486903000.0,3523800000.0,2813700000.0,2326800000.0,2921950000.0,0.36,19.41,1.34,17.43,1.2,4.69,3.2,3.1,10.4,6.9,1.08
